gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,grade,math_status,lunch_short,score_spread,rank_dense,rank_average,rank_first,gender_num,race_num,edu_type,lunch_num,prep_num
male,group d,associate's degree,standard,completed,67,54,63,61.333333333333336,D,pass,standard,13,110.0,682.0,683.0,m,d,degree,standard,comp
female,group d,some high school,standard,completed,65,78,82,75.0,C,pass,standard,17,69.0,319.0,322.0,f,d,school,standard,comp
male,group d,master's degree,standard,none,85,84,89,86.0,B,pass,standard,5,36.0,100.5,102.0,m,d,degree,standard,none
female,group c,master's degree,standard,none,73,78,74,75.0,C,pass,standard,5,69.0,319.0,323.0,f,c,degree,standard,none
female,group a,high school,free/reduced,completed,34,48,41,41.0,F,fail,free,14,169.0,965.5,966.0,f,a,school,free,comp
female,group d,bachelor's degree,free/reduced,completed,93,100,100,97.66666666666667,A,pass,free,7,5.0,10.0,11.0,f,d,degree,free,comp
female,group d,some high school,free/reduced,none,67,84,84,78.33333333333333,C,pass,free,17,59.0,235.0,237.0,f,d,school,free,none
male,group d,some college,standard,none,88,77,77,80.66666666666667,B,pass,standard,11,52.0,183.0,185.0,m,d,college,standard,none
male,group b,high school,standard,none,57,48,51,52.0,F,fail,standard,9,138.0,857.0,859.0,m,b,school,standard,none
female,group d,some college,standard,completed,79,84,91,84.66666666666667,B,pass,standard,12,40.0,118.5,120.0,f,d,college,standard,comp
female,group c,bachelor's degree,free/reduced,none,67,75,72,71.33333333333333,C,pass,free,8,80.0,417.5,421.0,f,c,degree,free,none
male,group e,bachelor's degree,standard,completed,70,64,70,68.0,D,pass,standard,6,90.0,519.0,523.0,m,e,degree,standard,comp
male,group d,bachelor's degree,free/reduced,none,50,42,48,46.666666666666664,F,fail,free,8,154.0,931.5,933.0,m,d,degree,free,none
female,group a,some college,standard,none,69,84,82,78.33333333333333,C,pass,standard,15,59.0,235.0,238.0,f,a,college,standard,none
female,group c,bachelor's degree,standard,completed,52,61,66,59.666666666666664,F,fail,standard,14,115.0,718.0,720.0,f,c,degree,standard,comp
female,group c,bachelor's degree,free/reduced,completed,47,62,66,58.333333333333336,F,fail,free,19,119.0,749.0,752.0,f,c,degree,free,comp
female,group b,associate's degree,free/reduced,none,46,61,55,54.0,F,fail,free,15,132.0,826.5,828.0,f,b,degree,free,none
female,group e,some college,standard,none,68,70,66,68.0,D,pass,standard,4,90.0,519.0,524.0,f,e,college,standard,none
male,group e,bachelor's degree,standard,completed,100,100,100,100.0,A,pass,standard,0,1.0,2.0,2.0,m,e,degree,standard,comp
female,group c,high school,standard,none,44,61,52,52.333333333333336,F,fail,standard,17,137.0,852.0,854.0,f,c,school,standard,none
female,group c,associate's degree,standard,completed,57,77,80,71.33333333333333,C,fail,standard,23,80.0,417.5,422.0,f,c,degree,standard,comp
male,group b,some college,standard,completed,91,96,91,92.66666666666667,A,pass,standard,5,16.0,32.0,33.0,m,b,college,standard,comp
male,group d,high school,free/reduced,none,69,70,67,68.66666666666667,D,pass,free,3,88.0,492.5,498.0,m,d,school,free,none
female,group c,high school,free/reduced,none,35,53,46,44.666666666666664,F,fail,free,18,160.0,948.5,949.0,f,c,school,free,none
male,group d,high school,standard,none,72,66,66,68.0,D,pass,standard,6,90.0,519.0,525.0,m,d,school,standard,none
female,group b,associate's degree,free/reduced,none,54,65,65,61.333333333333336,D,fail,free,11,110.0,682.0,684.0,f,b,degree,free,none
male,group d,high school,free/reduced,none,74,70,69,71.0,C,pass,free,5,81.0,429.0,434.0,m,d,school,free,none
male,group e,some high school,standard,completed,74,64,60,66.0,D,pass,standard,14,96.0,568.5,574.0,m,e,school,standard,comp
male,group e,associate's degree,free/reduced,none,64,56,52,57.333333333333336,F,pass,free,12,122.0,767.5,769.0,m,e,degree,free,none
female,group d,high school,free/reduced,completed,65,61,71,65.66666666666667,D,pass,free,10,97.0,579.5,583.0,f,d,school,free,comp
male,group e,associate's degree,free/reduced,completed,46,43,44,44.333333333333336,F,fail,free,3,161.0,951.0,951.0,m,e,degree,free,comp
female,group c,some high school,free/reduced,none,48,56,51,51.666666666666664,F,fail,free,8,139.0,864.5,868.0,f,c,school,free,none
male,group c,some college,free/reduced,completed,67,74,70,70.33333333333333,C,pass,free,7,83.0,443.5,445.0,m,c,college,free,comp
male,group d,some college,free/reduced,none,62,57,62,60.333333333333336,D,pass,free,5,113.0,703.5,707.0,m,d,college,free,none
male,group d,associate's degree,free/reduced,completed,61,71,73,68.33333333333333,D,pass,free,12,89.0,505.0,510.0,m,d,degree,free,comp
male,group c,bachelor's degree,free/reduced,completed,70,75,74,73.0,C,pass,free,5,75.0,372.5,377.0,m,c,degree,free,comp
male,group c,associate's degree,standard,completed,98,87,90,91.66666666666667,A,pass,standard,11,19.0,39.5,42.0,m,c,degree,standard,comp
male,group d,some college,free/reduced,none,70,63,58,63.666666666666664,D,pass,free,12,103.0,636.0,639.0,m,d,college,free,none
male,group a,associate's degree,standard,none,67,57,53,59.0,F,pass,standard,14,117.0,731.0,735.0,m,a,degree,standard,none
female,group e,high school,free/reduced,none,57,58,57,57.333333333333336,F,fail,free,1,122.0,767.5,770.0,f,e,school,free,none
male,group d,some college,standard,completed,85,81,85,83.66666666666667,B,pass,standard,4,43.0,132.5,134.0,m,d,college,standard,comp
male,group d,some high school,standard,completed,77,68,69,71.33333333333333,C,pass,standard,9,80.0,417.5,423.0,m,d,school,standard,comp
male,group c,master's degree,free/reduced,completed,72,66,72,70.0,D,pass,free,6,84.0,453.5,459.0,m,c,degree,free,comp
female,group d,master's degree,standard,none,78,91,96,88.33333333333333,B,pass,standard,18,29.0,71.0,73.0,f,d,degree,standard,none
male,group c,high school,standard,none,81,66,64,70.33333333333333,C,pass,standard,17,83.0,443.5,446.0,m,c,school,standard,none
male,group a,some high school,free/reduced,completed,61,62,61,61.333333333333336,D,pass,free,1,110.0,682.0,685.0,m,a,school,free,comp
female,group b,high school,standard,none,58,68,61,62.333333333333336,D,fail,standard,10,107.0,660.5,663.0,f,b,school,standard,none
female,group c,associate's degree,standard,none,54,61,58,57.666666666666664,F,fail,standard,7,121.0,759.5,763.0,f,c,degree,standard,none
male,group b,high school,standard,none,82,82,80,81.33333333333333,B,pass,standard,2,50.0,175.0,177.0,m,b,school,standard,none
female,group d,some college,free/reduced,none,49,58,60,55.666666666666664,F,fail,free,11,127.0,799.0,801.0,f,d,college,free,none
male,group b,some high school,free/reduced,completed,49,50,52,50.333333333333336,F,fail,free,3,143.0,887.5,891.0,m,b,school,free,comp
female,group e,high school,free/reduced,completed,57,75,73,68.33333333333333,D,fail,free,18,89.0,505.0,511.0,f,e,school,free,comp
male,group e,high school,standard,none,94,73,71,79.33333333333333,C,pass,standard,23,56.0,210.5,214.0,m,e,school,standard,none
female,group d,some college,standard,completed,75,77,83,78.33333333333333,C,pass,standard,8,59.0,235.0,239.0,f,d,college,standard,comp
female,group e,some high school,free/reduced,none,74,74,72,73.33333333333333,C,pass,free,2,74.0,361.0,366.0,f,e,school,free,none
male,group c,high school,standard,completed,58,52,54,54.666666666666664,F,fail,standard,6,130.0,814.0,818.0,m,c,school,standard,comp
female,group c,some college,standard,none,62,69,69,66.66666666666667,D,pass,standard,7,94.0,552.5,556.0,f,c,college,standard,none
male,group e,associate's degree,standard,none,72,57,62,63.666666666666664,D,pass,standard,15,103.0,636.0,640.0,m,e,degree,standard,none
male,group c,some college,standard,none,84,87,81,84.0,B,pass,standard,6,42.0,126.5,130.0,m,c,college,standard,none
female,group d,master's degree,standard,none,92,100,100,97.33333333333333,A,pass,standard,8,6.0,12.5,13.0,f,d,degree,standard,none
female,group d,high school,standard,none,45,63,59,55.666666666666664,F,fail,standard,18,127.0,799.0,802.0,f,d,school,standard,none
male,group c,high school,standard,none,75,81,71,75.66666666666667,C,pass,standard,10,67.0,301.5,306.0,m,c,school,standard,none
female,group a,some college,standard,none,56,58,64,59.333333333333336,F,fail,standard,8,116.0,723.5,726.0,f,a,college,standard,none
female,group d,some high school,free/reduced,none,48,54,53,51.666666666666664,F,fail,free,6,139.0,864.5,869.0,f,d,school,free,none
female,group e,associate's degree,standard,none,100,100,100,100.0,A,pass,standard,0,1.0,2.0,3.0,f,e,degree,standard,none
female,group c,some high school,free/reduced,completed,65,76,75,72.0,C,pass,free,11,78.0,399.0,403.0,f,c,school,free,comp
male,group d,some college,standard,none,72,57,58,62.333333333333336,D,pass,standard,15,107.0,660.5,664.0,m,d,college,standard,none
female,group d,some college,standard,none,62,70,72,68.0,D,pass,standard,10,90.0,519.0,526.0,f,d,college,standard,none
male,group a,some high school,standard,completed,66,68,64,66.0,D,pass,standard,4,96.0,568.5,575.0,m,a,school,standard,comp
male,group c,some college,standard,none,63,63,60,62.0,D,pass,standard,3,108.0,667.5,670.0,m,c,college,standard,none
female,group e,associate's degree,standard,none,68,76,67,70.33333333333333,C,pass,standard,9,83.0,443.5,447.0,f,e,degree,standard,none
female,group b,bachelor's degree,standard,none,75,84,80,79.66666666666667,C,pass,standard,9,55.0,202.5,206.0,f,b,degree,standard,none
female,group d,bachelor's degree,standard,none,89,100,100,96.33333333333333,A,pass,standard,11,9.0,18.0,19.0,f,d,degree,standard,none
male,group c,some high school,standard,completed,78,72,69,73.0,C,pass,standard,9,75.0,372.5,378.0,m,c,school,standard,comp
female,group a,high school,free/reduced,completed,53,50,60,54.333333333333336,F,fail,free,10,131.0,821.0,823.0,f,a,school,free,comp
female,group d,some college,free/reduced,none,49,65,61,58.333333333333336,F,fail,free,16,119.0,749.0,753.0,f,d,college,free,none
female,group a,some college,standard,none,54,63,67,61.333333333333336,D,fail,standard,13,110.0,682.0,686.0,f,a,college,standard,none
female,group c,some college,standard,completed,64,82,77,74.33333333333333,C,pass,standard,18,71.0,338.5,343.0,f,c,college,standard,comp
male,group b,some college,free/reduced,completed,60,62,60,60.666666666666664,D,pass,free,2,112.0,696.0,699.0,m,b,college,free,comp
male,group c,associate's degree,standard,none,62,65,58,61.666666666666664,D,pass,standard,7,109.0,674.0,677.0,m,c,degree,standard,none
male,group d,high school,standard,completed,55,41,48,48.0,F,fail,standard,14,150.0,922.5,924.0,m,d,school,standard,comp
female,group c,associate's degree,standard,none,91,95,94,93.33333333333333,A,pass,standard,4,14.0,28.5,29.0,f,c,degree,standard,none
female,group b,high school,free/reduced,none,8,24,23,18.333333333333332,F,fail,free,16,193.0,999.0,999.0,f,b,school,free,none
male,group d,some high school,standard,none,81,78,78,79.0,C,pass,standard,3,57.0,218.0,221.0,m,d,school,standard,none
male,group b,some high school,standard,completed,79,85,86,83.33333333333333,B,pass,standard,7,44.0,137.0,139.0,m,b,school,standard,comp
female,group a,some college,standard,completed,78,87,91,85.33333333333333,B,pass,standard,13,38.0,110.5,112.0,f,a,college,standard,comp
female,group c,some high school,standard,none,74,75,82,77.0,C,pass,standard,8,63.0,272.5,276.0,f,c,school,standard,none
male,group a,high school,standard,none,57,51,54,54.0,F,fail,standard,6,132.0,826.5,829.0,m,a,school,standard,none
female,group c,associate's degree,standard,none,40,59,51,50.0,F,fail,standard,19,144.0,894.5,897.0,f,c,degree,standard,none
male,group e,some high school,standard,completed,81,75,76,77.33333333333333,C,pass,standard,6,62.0,261.5,268.0,m,e,school,standard,comp
female,group a,some high school,free/reduced,none,44,45,45,44.666666666666664,F,fail,free,1,160.0,948.5,950.0,f,a,school,free,none
female,group d,some college,free/reduced,completed,67,86,83,78.66666666666667,C,pass,free,19,58.0,226.0,230.0,f,d,college,free,comp
male,group e,high school,free/reduced,completed,86,81,75,80.66666666666667,B,pass,free,11,52.0,183.0,186.0,m,e,school,free,comp
female,group b,some high school,standard,completed,65,82,78,75.0,C,pass,standard,17,69.0,319.0,324.0,f,b,school,standard,comp
female,group d,associate's degree,free/reduced,none,55,76,76,69.0,D,fail,free,21,87.0,480.5,486.0,f,d,degree,free,none
female,group d,bachelor's degree,free/reduced,none,62,72,74,69.33333333333333,D,pass,free,12,86.0,469.5,474.0,f,d,degree,free,none
male,group a,high school,standard,none,63,63,62,62.666666666666664,D,pass,standard,1,106.0,654.5,656.0,m,a,school,standard,none
female,group e,master's degree,standard,completed,88,99,95,94.0,A,pass,standard,11,12.0,24.5,26.0,f,e,degree,standard,comp
male,group c,high school,free/reduced,none,62,55,55,57.333333333333336,F,pass,free,7,122.0,767.5,771.0,m,c,school,free,none
female,group c,high school,free/reduced,completed,59,71,65,65.0,D,fail,free,12,99.0,597.0,601.0,f,c,school,free,comp
female,group d,some college,standard,completed,68,78,77,74.33333333333333,C,pass,standard,10,71.0,338.5,344.0,f,d,college,standard,comp
female,group d,some college,free/reduced,none,77,86,86,83.0,B,pass,free,9,45.0,144.0,148.0,f,d,college,free,none
